Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
10:54:00,Friday,31-50,Male,Elementary school,Owner,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,1,2,Moving Backward,Driver or rider,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
8:30:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,,Owner,Below 1yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,31-50,3,Employee,,Not a Pedestrian,Changing lane to the right,Serious Injury
0:34:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
22:40:00,Sunday,31-50,Male,Junior high school,Owner,2-5yr,Automobile,,1-2yr,,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Getting off,Pedestrian,Male,31-50,3,,,Not a Pedestrian,Moving Backward,Slight Injury
20:17:00,Thursday,31-50,Male,High school,Employee,2-5yr,Long lorry,Owner,,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,,,Not a Pedestrian,No priority to vehicle,Slight Injury
1:30:00,Sunday,Under 18,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Below 1yr,,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,4,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Serious Injury
18:15:00,Tuesday,31-50,Male,,,,Public (13?45 seats),Governmental,,,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
4:20:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Other,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
13:40:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Double carriageway (median),Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
9:47:00,Saturday,Over 51,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
23:15:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Public (13?45 seats),Owner,Unknown,,,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
10:27:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
1:18:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,4,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Fatal injury
9:35:00,Monday,31-50,Male,Elementary school,Employee,2-5yr,,Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
17:21:00,Thursday,Under 18,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,,Office areas,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,,Not a Pedestrian,Changing lane to the right,Slight Injury
18:45:00,Wednesday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,3,,,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
9:55:00,Monday,Over 51,Male,Elementary school,Employee,1-2yr,Public (12 seats),Owner,Above 10yr,, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Employee,,Not a Pedestrian,No priority to vehicle,Slight Injury
17:50:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect,Other,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,,2,2,Moving Backward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
15:32:00,Friday,Over 51,Male,Junior high school,Owner,2-5yr,Other,Owner,Unknown,,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,1,1,Turnover,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
0:30:00,Sunday,Over 51,Male,Junior high school,Employee,5-10yr,Other,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Moving Backward,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
15:30:00,Wednesday,Under 18,Male,Junior high school,Employee,1-2yr,Public (12 seats),Owner,,,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
6:00:00,Sunday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
12:15:00,Saturday,31-50,Male,Above high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Getting off,Driver or rider,Male,31-50,3,,,Not a Pedestrian,Other,Slight Injury
23:05:00,Saturday,Over 51,Male,Junior high school,Owner,1-2yr,Other,Owner,Unknown,,Residential areas,,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
17:57:00,Thursday,18-30,Male,Elementary school,Employee,Below 1yr,Automobile,Governmental,2-5yrs,,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:46:00,Wednesday,31-50,Male,Writing & reading,Employee,5-10yr,Stationwagen,Owner,5-10yrs,No defect,School areas,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,2,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
14:23:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury
18:18:00,Saturday,31-50,Male,High school,Employee,Above 10yr,Other,Owner,Unknown,,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
18:55:00,Sunday,Under 18,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,1,4,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
18:30:00,Sunday,Over 51,Male,High school,Owner,2-5yr,Other,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,5,Going straight,Driver or rider,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
17:25:00,Friday,Under 18,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,4,Going straight,Driver or rider,Male,31-50,3,,Normal,Not a Pedestrian,Moving Backward,Fatal injury
8:35:00,Wednesday,Under 18,Male,Junior high school,Employee,,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,X Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,,Other,Not a Pedestrian,No distancing,Slight Injury
17:01:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,,Owner,2-5yrs,,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Over 51,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury
7:00:00,Friday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Employee,Normal,Not a Pedestrian,Moving Backward,Slight Injury
13:53:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Turnover,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury
12:15:00,Wednesday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:56:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Going straight,Pedestrian,Female,Over 51,3,,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
17:30:00,Tuesday,31-50,Male,Junior high school,Owner,1-2yr,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
16:54:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Getting off,Driver or rider,Male,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury
21:17:00,Saturday,Over 51,Male,High school,Owner,5-10yr,Public (13?45 seats),Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
8:30:00,Thursday,Under 18,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Unknown,,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,2,Moving Backward,Driver or rider,Male,18-30,3,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:51:00,Wednesday,31-50,Male,Junior high school,,5-10yr,Other,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
11:30:00,Thursday,18-30,Male,Junior high school,Employee,No Licence,Lorry (41?100Q),Owner,,No defect,Other,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Entering a junction,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
7:58:00,Monday,18-30,Male,Junior high school,Owner,Above 10yr,Lorry (41?100Q),Owner,,No defect,Office areas,One way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Turnover,Slight Injury
12:44:00,Tuesday,Under 18,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
23:01:00,Saturday,18-30,Male,High school,Owner,2-5yr,Automobile,Owner,,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,1,1,Going straight,na,na,na,na,,,Not a Pedestrian,Changing lane to the right,Slight Injury
6:12:00,Saturday,Over 51,Male,Junior high school,Employee,1-2yr,Taxi,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
9:24:00,Tuesday,Over 51,Male,Junior high school,Employee,1-2yr,Long lorry,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,2,Going straight,Driver or rider,Male,31-50,3,Other,Normal,Not a Pedestrian,Moving Backward,Serious Injury
15:44:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Reversing,Passenger,Male,18-30,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
16:14:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,31-50,3,Driver,,Not a Pedestrian,Overloading,Slight Injury
